Est Number,Premise Name,Premise Address 1,Premise Zip Code,TYPE,Status,Inspection Date,Inspection Type,Score,Violation List,
47024,DEEPROYAL 13 LLC DBA SUBWAY,115 N LOCUST HILL DR  STE #103,40509,605,ACTIVE,10-Jul-2023,1,95,   1   3  40,
47024,DEEPROYAL 13 LLC DBA SUBWAY,115 N LOCUST HILL DR  STE #103,40509,605,ACTIVE,26-Jul-2023,2,100,,
47340,DOMINO'S PIZZA,828 LANE ALLEN RD,40504,605,ACTIVE,17-Jul-2023,1,96,  25  49  54,
47340,DOMINO'S PIZZA,828 LANE ALLEN RD,40504,605,ACTIVE,17-Jul-2023,2,98,  49  54,
47380,THORNTONS #89,441 REDDING ROAD,40517,607,ACTIVE,25-Jul-2023,1,99,  56,
48161,RAISING CANE'S CHICKEN FINGERS,2555 NICHOLASVILLE ROAD,40503,605,ACTIVE,24-Jul-2023,1,86,   8  10  18  38  39  47  48  50,
48161,RAISING CANE'S CHICKEN FINGERS,2555 NICHOLASVILLE ROAD,40503,605,ACTIVE,07-Aug-2023,2,97,  38  43  56,
48258,SPEEDWAY #9728,3660 BOSTON RD,40514,607,ACTIVE,19-Sep-2023,1,92,  10  43  48  50  54  55  56,
48258,SPEEDWAY #9728,3660 BOSTON RD,40514,607,ACTIVE,19-Sep-2023,1,91,  10  43  45  48  50  54  55  56,
48277,STEAK EXPRESS,125 SOUTHLAND DRIVE,40503,605,ACTIVE,12-Sep-2023,1,89,  18  37  38  41  48  56  58,
48306,YU YU ASIAN MARKET,"393 WALLER AVE., UNIT 1",40504,610,ACTIVE,21-Aug-2023,1,94,  38  39  46  48  56,
48396,JOSEPH BETH BOOKSELLERS INC.,161 LEXINGTON GREEN CIRCLE,40503,605,ACTIVE,30-Aug-2023,1,92,  10  40  44  45  50  51  56  57,
48765,UNIVERSITY CLUB OF KY,4850 LEESTOWN RD,40511,605,ACTIVE,26-Sep-2023,1,88,   1   2   6  10  15  40  45  49  50,
48865,LITTLE CAESAR'S PIZZA,2003 VERSAILLES ROAD,40504,605,ACTIVE,20-Sep-2023,1,88,   6  18  40  46  48  51  56  57,
48865,LITTLE CAESAR'S PIZZA,2003 VERSAILLES ROAD,40504,605,ACTIVE,20-Sep-2023,2,93,  40  46  48  51  56  57,
49085,SIR PIZZA,1064 S BROADWAY PLACE,40504,605,ACTIVE,12-Sep-2023,1,87,   6  24  41  46  48  49  50  57  58,
49085,SIR PIZZA,1064 S BROADWAY PLACE,40504,605,ACTIVE,26-Sep-2023,2,97,  46  50  57,
49093,FOLIAGE CHINESE RESTAURANT,3650 BOSTON RD  STE H,40514,605,ACTIVE,13-Jul-2023,2,97,  48  56,
49229,ARBY'S - PALOMAR,3745 HARRODSBURG RD,40503-4069,605,ACTIVE,21-Jul-2023,1,98,  44  50,
49294,DISMAS CHARITIES LEXINGTON,909 GEORGETOWN ROAD,40511,605,ACTIVE,24-Jul-2023,1,98,  10  51,
49627,CLARKS PUMP & SHOP #36/CHEVRON,1971 N BROADWAY,40505,607,ACTIVE,25-Jul-2023,1,98,  50  57,
49627,CLARKS PUMP & SHOP #36/CHEVRON,1971 N BROADWAY,40505,607,ACTIVE,25-Jul-2023,1,99,  57,
49684,PENN STATION,2121 RICHMOND RD STE. 100 - IDLE HR CTR,40502,605,ACTIVE,22-Sep-2023,1,90,  21  24  37  40  41  48,
49684,PENN STATION,2121 RICHMOND RD STE. 100 - IDLE HR CTR,40502,610,ACTIVE,22-Sep-2023,1,90,  21  24  37  40  41  48,
49684,PENN STATION,2121 RICHMOND RD STE. 100 - IDLE HR CTR,40502,605,ACTIVE,06-Oct-2023,2,98,  48,
49684,PENN STATION,2121 RICHMOND RD STE. 100 - IDLE HR CTR,40502,610,ACTIVE,06-Oct-2023,2,98,  48,
49867,PAPA JOHN'S PIZZA #32,1650 BRYAN STATION RD #105,40505,605,ACTIVE,20-Jul-2023,1,95,  10  40  46  50  56,
49872,SHAMROCK BAR & GRILL,4750 HARTLAND PARKWAY #128,40515,605,ACTIVE,19-Sep-2023,1,83,  10  15  21  22  39  40  41  44  48  50  56,
49872,SHAMROCK BAR & GRILL,4750 HARTLAND PARKWAY #128,40515,605,ACTIVE,19-Sep-2023,2,90,  10  15  39  40  41  48  50  56,
49981,CHUY'S LEXINGTON,3841 NICHOLASVILLE CENTER ROAD,40503,605,ACTIVE,24-Jul-2023,12,,"NOTICE OF ENFORCEMENT
AN INSPECTION REVEALED NO HACCP PLAN FOR REDUCED OXYGEN PACKAGING
FAILURE TO APLY FOR HACCP PLAN 
COMPLIANCE WITH THIS ORDER SHALL BE EFFECTIVE IMMEDIATELY",
49981,CHUY'S LEXINGTON,3841 NICHOLASVILLE CENTER ROAD,40503,605,ACTIVE,24-Jul-2023,1,86,  10  18  30  37  38  41  45  48  50  56,
49981,CHUY'S LEXINGTON,3841 NICHOLASVILLE CENTER ROAD,40503,605,ACTIVE,07-Aug-2023,2,96,  48  50  56,
50075,CAMPESTRE,910 BEAUMONT CENTRE PARKWAY,40513,605,ACTIVE,25-Aug-2023,1,89,   1   6   8  10  17  44  56,
50075,CAMPESTRE,910 BEAUMONT CENTRE PARKWAY,40513,605,ACTIVE,08-Sep-2023,2,99,  56,
50117,KROGER L-359,1650 BRYAN STATION RD,40505,607,ACTIVE,10-Jul-2023,1,99,  37,
50117,KROGER L-359,1650 BRYAN STATION RD,40505,607,ACTIVE,10-Jul-2023,1,96,  48  50  56,
50119,BURGER KING #8249,4200 SARON DR,40515,605,ACTIVE,09-Aug-2023,1,95,  40  48  50  56,
50229,WAH MEI,"4750 HARTLAND PKWY, STE 110",40515,605,ACTIVE,01-Aug-2023,1,95,  34  48  50  56,
50280,ASIAN WIND RESTAURANT,"3735 PALOMAR CTR. DR., STE 40",40513,605,ACTIVE,08-Sep-2023,1,85,   6  15  21  34  41  44  45  48  50  56,
50280,ASIAN WIND RESTAURANT,"3735 PALOMAR CTR. DR., STE 40",40513,605,ACTIVE,13-Sep-2023,12,,"NOTICE TO CORRECT
ESTABLISHMENT DID NOT HAVE THEIR INSPECTION PLACARD POSTED.  THE NEXT VIOLATION OF THIS TYPE WILL RESULT IN AN AUTOMATIC CLOSURE OF THE ESTABLISHMENT.  THERE IS NO EXPIRATION DATE ASSOCIATED WITH THIS NOTICE TO CORRECT",
50280,ASIAN WIND RESTAURANT,"3735 PALOMAR CTR. DR., STE 40",40513,605,ACTIVE,22-Sep-2023,2,85,   6   8  15  21  41  45  48  56,
50280,ASIAN WIND RESTAURANT,"3735 PALOMAR CTR. DR., STE 40",40513,605,ACTIVE,29-Sep-2023,2,94,  15  45  48  56,
50438,MINIT MART #668,3110 RICHMOND ROAD,40509,607,INACTIVE,12-Jul-2023,1,99,  37,
50438,MINIT MART #668,3110 RICHMOND ROAD,40509,607,INACTIVE,12-Jul-2023,1,100,,
50583,FAZOLI'S #1658,4204 SARON DR.,40515,605,ACTIVE,09-Aug-2023,1,95,  40  44  45  50  56,
50717,ROOSTERS,2640 RICHMOND RD,40509,605,ACTIVE,28-Aug-2023,1,95,  10  40  41  49  56,
51188,SPEEDWAY #9332,911 BEAUMONT CENTRE PRKY,40513,607,ACTIVE,24-Jul-2023,1,95,  10  48  50  56,
51188,SPEEDWAY #9332,911 BEAUMONT CENTRE PRKY,40513,607,ACTIVE,24-Jul-2023,1,89,   1   2  10  24  40  48  50  56,
51188,SPEEDWAY #9332,911 BEAUMONT CENTRE PRKY,40513,607,ACTIVE,07-Aug-2023,2,96,  48  50  56,
51188,SPEEDWAY #9332,911 BEAUMONT CENTRE PRKY,40513,607,ACTIVE,07-Aug-2023,2,93,   1  40  48  50  56,
51322,SUBWAY,1951 STANTON WAY,40511,605,ACTIVE,19-Sep-2023,2,97,  40  50  56,
51322,SUBWAY,1951 STANTON WAY,40511,605,ACTIVE,19-Sep-2023,1,95,   6  40  50  56,
51962,FAYETTE COUNTY PRESCHOOL,465 SPRINGHILL DRIVE,40503,605,ACTIVE,25-Aug-2023,1,100,,
52291,TACO BELL #16531,4191 TATES CREEK CENTRE DRIVE,40517,605,ACTIVE,26-Sep-2023,1,94,   6  45  48  56,
52291,TACO BELL #16531,4191 TATES CREEK CENTRE DRIVE,40517,605,ACTIVE,26-Sep-2023,2,96,  45  48  56,
52401,MARATHON,274 NEW CIRCLE ROAD NE,40505,610,ACTIVE,05-Oct-2023,1,94,  46  48  50  54  56,
52855,CHILDREN'S TREEHOUSE OF KNOWLEDGE,309 OHIO STREET,40508,605,ACTIVE,01-Sep-2023,1,99,  49,
53502,SOUTHLAND PARK AQUATIC FAC., HILL-N-DALE DR,40503,605,ACTIVE,17-Jul-2023,1,96,  40  48  49,
53503,WOODLAND SWIMMING POOL, PARK AVENUE,40502,605,ACTIVE,08-Aug-2023,1,95,  48  49  50  56,
53846,TOT'S LANDING,2245 GULFSTREAM DRIVE,40504,605,ACTIVE,14-Aug-2023,1,99,  50,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,605,ACTIVE,05-Jul-2023,2,96,  48  58,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,605,ACTIVE,05-Jul-2023,2,91,  18  21  29  56,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,607,ACTIVE,05-Jul-2023,2,91,  18  21  29  56,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,607,ACTIVE,05-Jul-2023,2,96,  48  58,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,610,ACTIVE,05-Jul-2023,2,96,  48  58,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,610,ACTIVE,05-Jul-2023,2,91,  18  21  29  56,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,605,ACTIVE,12-Jul-2023,2,96,  13  58,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,605,ACTIVE,12-Jul-2023,2,99,  56,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,607,ACTIVE,12-Jul-2023,12,,"VOLUNTARILY DESTRYOED 
YOGURT SMOOTHIE: 5.2 LBS (Q1/Q2)",
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,607,ACTIVE,12-Jul-2023,2,99,  56,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,607,ACTIVE,12-Jul-2023,2,96,  13  58,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,610,ACTIVE,12-Jul-2023,2,96,  13  58,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,610,ACTIVE,12-Jul-2023,2,99,  56,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,605,ACTIVE,19-Jul-2023,2,98,  58,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,607,ACTIVE,19-Jul-2023,2,98,  58,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,610,ACTIVE,19-Jul-2023,2,98,  58,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,605,ACTIVE,27-Jul-2023,2,100,,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,607,ACTIVE,27-Jul-2023,2,100,,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,610,ACTIVE,27-Jul-2023,2,100,,
53940,DONATO'S,728 E. MAIN STREET,40502,605,ACTIVE,07-Aug-2023,2,98,  50  56,
53940,DONATO'S,728 E. MAIN STREET,40502,605,ACTIVE,07-Aug-2023,12,,"NOTICE TO CORRECT
AN INSPECTION DISCLOSED THE FOLLOWING VIOLATIONS:  COOLER CONTAINING TCS FOODS NOT MAINTAINING 41F OR LESS AT TIME OF INSPECTION.  IMMEDIATE FOLLOW UP COMPLETED AND ALL ITEMS IMMEDIATELY DISCARDED.  ESTABLISHMENT MUST REPAIR OR DISCONTINUE USE OF GRAB AND GO COOLER TO BE VERIFIED ON OR AFTER DATE BELOW.  
OFFICIAL NOTICE  TO CORRECT THE ABOVE LISTED VILATIONS WITH A PERIOD OF 5 DAYS",
53940,DONATO'S,728 E. MAIN STREET,40502,605,ACTIVE,07-Aug-2023,1,95,  21  50  56,
53969,WAFFLE HOUSE #1055,3040 LAKECREST CIRCLE,40513,605,ACTIVE,03-Aug-2023,1,91,  18  41  49  51  56  58,
53969,WAFFLE HOUSE #1055,3040 LAKECREST CIRCLE,40513,605,ACTIVE,18-Aug-2023,2,99,  51,
54015,NORTH BROADWAY ENTERPRISES INC,2115 N BROADWAY,40505,610,ACTIVE,14-Aug-2023,1,93,  39  48  51  52  56,
54015,NORTH BROADWAY ENTERPRISES INC,2115 N BROADWAY,40505,610,ACTIVE,28-Aug-2023,2,95,  48  52  56,
54015,NORTH BROADWAY ENTERPRISES INC,2115 N BROADWAY,40505,610,ACTIVE,05-Sep-2023,2,,  48  56,
54104,FIRST CHOICE CHILD CARE CENTER,505 KINGSTON RD,40505,605,ACTIVE,14-Aug-2023,1,96,  18  37,
54104,FIRST CHOICE CHILD CARE CENTER,505 KINGSTON RD,40505,605,ACTIVE,14-Aug-2023,2,99,  37,
54375,"PRETZEL TWISTER, THE",3401 NICHOLASVILLE RD K-2,40503,605,ACTIVE,12-Sep-2023,1,99,  50,
54376,TILTED KILT PUB EATERY,"1030 S BROADWAY, STE 1",40504,605,ACTIVE,27-Sep-2023,1,93,  39  40  44  48  50  56,
54377,CHINA KING,1650 BRYAN STATION RD #132,40505,605,ACTIVE,07-Aug-2023,1,85,  15  17  21  29  40  48  50  51  56  57,
54377,CHINA KING,1650 BRYAN STATION RD #132,40505,605,ACTIVE,18-Aug-2023,2,94,  15  17  48  56,
54985,MCCARTHY'S IRISH BAR,117 S UPPER ST,40507,605,ACTIVE,18-Aug-2023,1,96,  10  46  50  56,
55507,CVS PHARMACY #7618,3605 WALDEN DRIVE,40517,610,ACTIVE,04-Oct-2023,1,99,  50,
55660,GYROZ EATERY,393 WALLER AVE #16,40504,605,ACTIVE,27-Sep-2023,1,97,  25  37,
55660,GYROZ EATERY,393 WALLER AVE #16,40504,607,ACTIVE,27-Sep-2023,1,97,  25  37,
55701,JASMINE RICE THAI RESTAURANT,911 WINCHESTER RD,40505,605,ACTIVE,27-Sep-2023,1,94,  34  37  48  51  56,
56508,SUBWAY #18997,3061 FIELDSTONE WAY,40513,605,ACTIVE,05-Oct-2023,1,94,   6  45  46  48,
56508,SUBWAY #18997,3061 FIELDSTONE WAY,40513,605,ACTIVE,05-Oct-2023,2,96,  45  46  48,
56509,MASALA INDIAN CUISINE,"3061 FIELDSTONE WAY, SUITE 600",40513,605,ACTIVE,06-Jul-2023,1,74,  10  18  21  23  24  25  39  40  41  44  45  46  48  50  56  58,
56509,MASALA INDIAN CUISINE,"3061 FIELDSTONE WAY, SUITE 600",40513,605,ACTIVE,20-Jul-2023,2,93,  45  46  48  56  58,
56509,MASALA INDIAN CUISINE,"3061 FIELDSTONE WAY, SUITE 600",40513,605,ACTIVE,09-Aug-2023,2,88,  17  23  29  45  48  56  58,
56509,MASALA INDIAN CUISINE,"3061 FIELDSTONE WAY, SUITE 600",40513,605,ACTIVE,16-Aug-2023,2,96,  45  48  56,
56602,BRU BURGER BAR,3010 LAKECREST CIRCLE,40513,605,ACTIVE,29-Sep-2023,1,97,  41  48,
56946,SPEEDWAY #9395,2301 PARIS PIKE,40505,607,ACTIVE,25-Jul-2023,1,89,   6  38  48  50  54  56  57  58,
56946,SPEEDWAY #9395,2301 PARIS PIKE,40505,607,ACTIVE,25-Jul-2023,1,92,  48  50  54  56  57  58,
56946,SPEEDWAY #9395,2301 PARIS PIKE,40505,607,ACTIVE,08-Aug-2023,2,94,  48  50  55  56  57,
57232,QUINN CHAPEL CHILD CARE CENTER,744 CHARLES AVENUE,40508,605,ACTIVE,13-Sep-2023,1,96,  48  50  56,
57407,FAMILY DOLLAR STORE #3032,1301 WINCHESTER RD STE 225,40505,610,ACTIVE,14-Aug-2023,1,95,  46  48  50  56,
57693,MANCINO'S,1590 -A LEESTOWN RD,40511,605,ACTIVE,22-Aug-2023,1,95,  40  45  48  56,
58004,"JAP GASOLINE, LLC",2001 VERSAILLES ROAD,40504,607,ACTIVE,11-Sep-2023,1,81,   1   2   5  13  18  25  38  48  49  50  54  56,
58004,"JAP GASOLINE, LLC",2001 VERSAILLES ROAD,40504,607,ACTIVE,11-Sep-2023,1,91,  13  25  48  50  54  56,
58004,"JAP GASOLINE, LLC",2001 VERSAILLES ROAD,40504,610,ACTIVE,11-Sep-2023,1,81,   1   2   5  13  18  25  38  48  49  50  54  56,
58004,"JAP GASOLINE, LLC",2001 VERSAILLES ROAD,40504,610,ACTIVE,11-Sep-2023,1,91,  13  25  48  50  54  56,
58004,"JAP GASOLINE, LLC",2001 VERSAILLES ROAD,40504,607,ACTIVE,25-Sep-2023,2,89,   1   2   3  43  48  49  50  56,
58004,"JAP GASOLINE, LLC",2001 VERSAILLES ROAD,40504,607,ACTIVE,25-Sep-2023,2,94,  29  48  50  56,
58004,"JAP GASOLINE, LLC",2001 VERSAILLES ROAD,40504,610,ACTIVE,25-Sep-2023,2,89,   1   2   3  43  48  49  50  56,
58004,"JAP GASOLINE, LLC",2001 VERSAILLES ROAD,40504,610,ACTIVE,25-Sep-2023,2,94,  29  48  50  56,
58315,CLARK'S PUMP N SHOP #44,313 NW NEW CIRCLE RD,40505,607,ACTIVE,23-Aug-2023,1,98,  50  57,
58315,CLARK'S PUMP N SHOP #44,313 NW NEW CIRCLE RD,40505,607,ACTIVE,23-Aug-2023,1,100,,
58315,CLARK'S PUMP N SHOP #44,313 NW NEW CIRCLE RD,40505,610,ACTIVE,23-Aug-2023,1,100,,
58315,CLARK'S PUMP N SHOP #44,313 NW NEW CIRCLE RD,40505,610,ACTIVE,23-Aug-2023,1,98,  50  57,
58509,ROSA PARKS ELEMENTARY,1251 BEAUMONT CTR LN,40513,605,ACTIVE,25-Sep-2023,1,100,,
58668,MARATHON FOOD MART,1840 BRYAN STATION ROAD,40505,607,ACTIVE,20-Sep-2023,1,95,  10  40  41  50  56,
58668,MARATHON FOOD MART,1840 BRYAN STATION ROAD,40505,607,ACTIVE,20-Sep-2023,1,100,,
58668,MARATHON FOOD MART,1840 BRYAN STATION ROAD,40505,610,ACTIVE,20-Sep-2023,1,95,  10  40  41  50  56,
58668,MARATHON FOOD MART,1840 BRYAN STATION ROAD,40505,610,ACTIVE,20-Sep-2023,1,100,,
58721,VETERANS PARK ELEMENTARY SCHOOL,4351 CLEARWATER WAY,40517,605,ACTIVE,25-Sep-2023,1,100,,
58838,TARGET STORE 1094,1940 PAVILLION WAY,40509,607,ACTIVE,31-Aug-2023,1,96,  48  50  56,
58838,TARGET STORE 1094,1940 PAVILLION WAY,40509,607,ACTIVE,31-Aug-2023,1,100,,
59139,KOREANA RESTAURANT,2360 WOODHILL DR  B15,40509,605,ACTIVE,02-Aug-2023,1,95,  41  44  48  56,
59209,FAZOLI'S #1785,1840 ALYSHEBA WAY,40509,605,ACTIVE,14-Sep-2023,3,,UPON INVESTIGATION NO ISSUES WERE PRESENTED OR OBSERVED THAT WOULD SUPPORT THE FBI COMPLAINT,
59209,FAZOLI'S #1785,1840 ALYSHEBA WAY,40509,605,ACTIVE,03-Oct-2023,1,96,  48  50  56,
59244,SPEEDWAY #9402,3151 TODDS RD,40509,607,ACTIVE,28-Sep-2023,1,95,  39  46  50  54  56,
59244,SPEEDWAY #9402,3151 TODDS RD,40509,607,ACTIVE,28-Sep-2023,1,96,  48  50  56,
59336,PENN STATION,2220 NICHOLASVILLE ROAD,40503,605,ACTIVE,22-Aug-2023,1,87,  24  29  37  40  41  45  48  50  56  57,
59336,PENN STATION,2220 NICHOLASVILLE ROAD,40503,605,ACTIVE,06-Sep-2023,2,96,  48  56  57,
59609,LA GUADALUPANA,1533 EASTLAND PKWY. #8,40505,607,ACTIVE,27-Sep-2023,1,79,   8  13  22  23  25  29  40  41  48  56  57,
59609,LA GUADALUPANA,1533 EASTLAND PKWY. #8,40505,607,ACTIVE,27-Sep-2023,1,99,  56,
59830,MALONE'S - DRAKE'S,3347 TATES CREEK RD,40502,605,ACTIVE,21-Sep-2023,1,95,  44  45  48  56,
59875,PAPA JOHN'S #29,4250 SARON DR,40515,605,ACTIVE,31-Jul-2023,1,88,  29  38  40  41  44  50  54  56  57  58,
59875,PAPA JOHN'S #29,4250 SARON DR,40515,605,ACTIVE,14-Aug-2023,2,81,   6  21  24  25  29  37  50  52  56  57  58,
59875,PAPA JOHN'S #29,4250 SARON DR,40515,605,ACTIVE,21-Aug-2023,2,91,   6  25  29  56  58,
59875,PAPA JOHN'S #29,4250 SARON DR,40515,605,ACTIVE,28-Aug-2023,2,97,  50  55  56,
59949,TRADER JOE'S - STORE 627,2326 NICHOLASVILLE RD.,40503,607,ACTIVE,25-Jul-2023,1,100,,
59949,TRADER JOE'S - STORE 627,2326 NICHOLASVILLE RD.,40503,610,ACTIVE,25-Jul-2023,1,100,,
60153,MINIT MART #653,5521 ATHENS-BOONESBORO ROAD,40509,607,INACTIVE,12-Jul-2023,1,99,  56,
60153,MINIT MART #653,5521 ATHENS-BOONESBORO ROAD,40509,607,INACTIVE,12-Jul-2023,1,98,  50  56,
60544,CHUY'S,1856 ALYSHEBA WAY,40509,605,ACTIVE,07-Jul-2023,1,96,  45  48  56,
60692,"ESTEPP'S FRIENDLY SHELL, INC",1907 PLAUDIT PL,40509,610,ACTIVE,14-Jul-2023,1,97,  37  50  56,
60694,SARONDIPITY LLC (ALL ABOUT KIDS),4269 SARON DR.,40515,605,ACTIVE,25-Sep-2023,1,100,,
60886,SCHLOTZSKY'S DELI,117 W TIVERTON WAY,40503,605,ACTIVE,31-Jul-2023,1,83,   6  18  21  37  38  40  44  48  50  54  56,
60886,SCHLOTZSKY'S DELI,117 W TIVERTON WAY,40503,605,ACTIVE,14-Aug-2023,2,96,  38  48  56,
61196,MCDONALD'S,1921 PLAUDIT PLACE,40509,605,ACTIVE,13-Jul-2023,1,93,  40  48  50  51  55  56,
61197,RED LOBSTER #6379,1848 ALYSHEBA WAY,40509,605,ACTIVE,31-Aug-2023,1,90,  10  18  41  48  49  50  56,
61197,RED LOBSTER #6379,1848 ALYSHEBA WAY,40509,605,ACTIVE,15-Sep-2023,2,96,  48  50  56,
61333,DONATO'S,3120 MAPLELEAF DRIVE,40509,605,ACTIVE,10-Jul-2023,1,95,  41  44  46  52,
61333,DONATO'S,3120 MAPLELEAF DRIVE,40509,605,ACTIVE,26-Jul-2023,2,100,,
61343,BARNES & NOBLE BOOKSELLERS,1932 PAVILLION WAY,40509,605,ACTIVE,03-Jul-2023,1,99,  50,
61454,LONGHORN STEAK HOUSE #5187,2217 HARRODSBURG RD,40504,605,ACTIVE,14-Sep-2023,1,88,   6  24  39  41  45  48  51  56  57,
61454,LONGHORN STEAK HOUSE #5187,2217 HARRODSBURG RD,40504,605,ACTIVE,14-Sep-2023,2,92,  39  41  45  48  51  56  57,
61613,SUBWAY,2160 SIR BARTON WAY,40509,605,ACTIVE,03-Aug-2023,1,99,  56,
61674,KIDS R KIDS,3271 BEAUMONT CENTRE CIRCLE,40513,605,ACTIVE,05-Oct-2023,1,98,  34  50,
61796,BEAUMONT BAR & GRILL,3070 LAKECREST CIRCLE # 625,40513,605,ACTIVE,13-Sep-2023,1,91,   6  15  26  45  56  57,
61796,BEAUMONT BAR & GRILL,3070 LAKECREST CIRCLE # 625,40513,605,ACTIVE,27-Sep-2023,1,98,  56  57,
61875,COURTYARD BY MARRIOTT,1951 PLEASANT RIDGE DRIVE,40509,605,ACTIVE,07-Jul-2023,1,100,,
61875,COURTYARD BY MARRIOTT,1951 PLEASANT RIDGE DRIVE,40509,605,ACTIVE,07-Jul-2023,1,99,  57,
61875,COURTYARD BY MARRIOTT,1951 PLEASANT RIDGE DRIVE,40509,607,ACTIVE,07-Jul-2023,1,100,,
61875,COURTYARD BY MARRIOTT,1951 PLEASANT RIDGE DRIVE,40509,607,ACTIVE,07-Jul-2023,1,99,  57,
62159,DONATO'S PIZZA,265 NEW CIRCLE ROAD,40505,605,ACTIVE,04-Aug-2023,2,96,  37  41  50  56,
62159,DONATO'S PIZZA,265 NEW CIRCLE ROAD,40505,605,ACTIVE,04-Aug-2023,1,94,   6  37  41  50  56,
62236,MCDONALD'S RESTAURANT #23458,1620 LEESTOWN ROAD,40511,605,ACTIVE,29-Sep-2023,2,91,  15  40  44  45  50  51  56  57,
62236,MCDONALD'S RESTAURANT #23458,1620 LEESTOWN ROAD,40511,605,ACTIVE,29-Sep-2023,1,89,  15  40  44  45  47  50  51  56  57,
62322,CAJUN OASIS,3473 NICHOLASVILLE RD #F22,40503,605,ACTIVE,14-Aug-2023,2,94,   2  17  38  50  56  57,
62343,WAFFLE HOUSE # 1408,2740 RICHMOND RD,40517,605,ACTIVE,18-Jul-2023,1,80,   1   6  10  18  29  40  41  43  44  45  47  50  55  56,
62343,WAFFLE HOUSE # 1408,2740 RICHMOND RD,40517,605,ACTIVE,18-Jul-2023,12,,"NOTICE TO CORRECT
AN INSPECTION CONDUCTED DISLCOSED THE FOLLOWING VIOLATIONS: HEALTH NSPECTION SCORE PLACARD OBSCURED FROM VIEW. FURTHER INSTANCE OF THIS VIOLATION WILL RESULT IN ESTABLISHMENT'S PERMIT SUSPENSION",
62343,WAFFLE HOUSE # 1408,2740 RICHMOND RD,40517,605,ACTIVE,01-Aug-2023,2,97,  17  37  45,
62511,CHILI'S #600,108 MARKETPLACE DR,40503,605,ACTIVE,28-Sep-2023,1,96,  39  50  51  56,
62540,WAFFLE HOUSE #1334,1912 PLAUDIT PLACE,40509,605,ACTIVE,26-Jul-2023,1,90,  21  48  50  51  56  58,
62540,WAFFLE HOUSE #1334,1912 PLAUDIT PLACE,40509,605,ACTIVE,08-Aug-2023,2,86,  10  13  15  21  48  50  56  58,
62540,WAFFLE HOUSE #1334,1912 PLAUDIT PLACE,40509,605,ACTIVE,08-Aug-2023,12,,CLOSURE,
62540,WAFFLE HOUSE #1334,1912 PLAUDIT PLACE,40509,605,ACTIVE,11-Aug-2023,2,96,  48  50  56,
62540,WAFFLE HOUSE #1334,1912 PLAUDIT PLACE,40509,605,ACTIVE,03-Oct-2023,2,96,  48  50  56,
62651,ARBY'S #6911,1949 PLAUDIT PLACE,40509,605,ACTIVE,08-Sep-2023,1,96,  37  50  54  56,
62657,PAPA JOHNS  # 18,265 AVENUE OF CHAMPIONS,40502,605,ACTIVE,05-Oct-2023,2,96,  40  50  54  56,
62657,PAPA JOHNS  # 18,265 AVENUE OF CHAMPIONS,40502,605,ACTIVE,05-Oct-2023,1,90,  18  21  40  50  54  56,
62726,LEXHANWOORI RESTAURANT,371 S. LIMESTONE,40508,605,ACTIVE,21-Aug-2023,1,97,  38  44  50,
62730,WALGREENS #05574,"260 NEW CIRCLE ROAD, N.E.",40505,610,ACTIVE,28-Jul-2023,1,100,,
62733,PAPA JOHN'S PIZZA #1449,"1610 LEESTOWN ROAD, SUITE 1",40511,605,ACTIVE,05-Jul-2023,1,87,   6   8  29  40  48  56  58,
62733,PAPA JOHN'S PIZZA #1449,"1610 LEESTOWN ROAD, SUITE 1",40511,605,ACTIVE,20-Jul-2023,12,,"NOTICE TO CORRECT
AN INSPECTION CONDUCTED DISCLOSED THE FOLLOWING VIOLATIONS: FOOD SERVICE EMPLOYEES LACKING FAYETTE COUNTY FOOD HANDLERS CARDS.",
